month;noticias_suicidio;media_sentimiento_noticias;sentiment_analysis_score;mes;descrip;suicidios;Menores_de_15_anos;De_15_a_29_anos;De_30_a_39_anos;De_40_a_44_anos;De_45_a_49_anos;De_50_a_54_anos;De_55_a_59_anos;De_60_a_64_anos;De_65_a_69_anos;De_70_a_74_anos;De_75_a_79_anos;De_80_a_84_anos;De_85_a_89_anos;De_90_a_94_anos;De_95_anos_y_mns;Unnamed:_18
2015-08-01;293;-0.023139931740614336;-34.1160409556314;2015-08-01;Hombres;236.0;0.0;11.0;37.0;20.0;15.0;34.0;18.0;20.0;13.0;18.0;13.0;20.0;13.0;3.0;1.0;
2015-09-01;150;-0.00786666666666667;-13.113333333333333;2015-09-01;Hombres;218.0;0.0;23.0;25.0;23.0;29.0;20.0;23.0;20.0;7.0;5.0;16.0;14.0;12.0;1.0;0.0;
2015-10-01;217;-0.011198156682027647;-16.179723502304146;2015-10-01;Hombres;189.0;1.0;17.0;21.0;26.0;17.0;23.0;14.0;14.0;10.0;10.0;12.0;13.0;6.0;3.0;2.0;
2015-11-01;160;-0.013937500000000002;-19.78125;2015-11-01;Hombres;179.0;0.0;17.0;22.0;11.0;19.0;19.0;17.0;12.0;12.0;9.0;13.0;15.0;11.0;2.0;0.0;
2015-12-01;163;-0.007300613496932516;-9.036809815950921;2015-12-01;Hombres;207.0;1.0;9.0;28.0;19.0;26.0;23.0;21.0;21.0;12.0;12.0;14.0;11.0;8.0;2.0;0.0;
2016-01-01;212;-0.014811320754716976;-15.915094339622641;2016-01-01;Hombres;221.0;0.0;17.0;29.0;22.0;23.0;23.0;19.0;15.0;15.0;12.0;13.0;15.0;11.0;6.0;1.0;
2016-02-01;171;-0.01426900584795321;-15.210526315789474;2016-02-01;Hombres;225.0;0.0;14.0;23.0;22.0;27.0;20.0;23.0;19.0;17.0;15.0;22.0;10.0;7.0;5.0;1.0;
2016-03-01;240;-0.004916666666666669;2.9458333333333333;2016-03-01;Hombres;212.0;2.0;19.0;28.0;22.0;22.0;26.0;16.0;17.0;16.0;13.0;11.0;12.0;5.0;2.0;1.0;
2016-04-01;191;-0.011832460732984294;-6.534031413612565;2016-04-01;Hombres;226.0;0.0;12.0;34.0;27.0;20.0;31.0;14.0;20.0;15.0;9.0;11.0;21.0;6.0;6.0;0.0;
2016-05-01;194;-0.006082474226804127;-4.695876288659794;2016-05-01;Hombres;253.0;1.0;14.0;30.0;28.0;20.0;35.0;20.0;19.0;21.0;12.0;19.0;17.0;11.0;4.0;2.0;
2016-06-01;167;-0.010658682634730545;-10.580838323353293;2016-06-01;Hombres;253.0;1.0;18.0;33.0;33.0;24.0;25.0;24.0;19.0;17.0;17.0;17.0;14.0;9.0;2.0;0.0;
2016-07-01;208;-0.007980769230769234;-12.149038461538462;2016-07-01;Hombres;222.0;1.0;15.0;26.0;19.0;27.0;19.0;22.0;12.0;15.0;9.0;26.0;23.0;3.0;5.0;0.0;
2016-08-01;234;-0.010299145299145294;-13.025641025641026;2016-08-01;Hombres;229.0;0.0;12.0;31.0;23.0;14.0;25.0;23.0;20.0;12.0;18.0;15.0;18.0;12.0;4.0;2.0;
2016-09-01;235;-0.011021276595744665;-19.693617021276594;2016-09-01;Hombres;230.0;0.0;18.0;34.0;16.0;20.0;22.0;26.0;23.0;16.0;8.0;17.0;9.0;10.0;9.0;2.0;
2016-10-01;234;-0.010512820512820516;-15.239316239316238;2016-10-01;Hombres;196.0;1.0;14.0;21.0;22.0;15.0;30.0;18.0;7.0;9.0;16.0;14.0;13.0;9.0;6.0;1.0;
2016-11-01;151;-0.015033112582781463;-17.973509933774835;2016-11-01;Hombres;190.0;1.0;12.0;26.0;23.0;25.0;20.0;19.0;9.0;9.0;9.0;3.0;17.0;12.0;5.0;0.0;
2016-12-01;168;-0.01577380952380952;-12.148809523809524;2016-12-01;Hombres;205.0;1.0;15.0;31.0;18.0;29.0;12.0;18.0;11.0;13.0;16.0;10.0;12.0;11.0;6.0;2.0;
2017-01-01;205;-0.013268292682926825;-17.87317073170732;2017-01-01;Hombres;198.0;0.0;15.0;23.0;14.0;16.0;25.0;22.0;19.0;12.0;14.0;7.0;13.0;8.0;9.0;1.0;
2017-02-01;178;-0.012977528089887646;-22.0561797752809;2017-02-01;Hombres;215.0;2.0;21.0;17.0;23.0;21.0;22.0;26.0;13.0;16.0;10.0;10.0;19.0;13.0;0.0;2.0;
2017-03-01;190;-0.014315789473684205;-16.878947368421052;2017-03-01;Hombres;228.0;0.0;13.0;32.0;20.0;25.0;33.0;14.0;15.0;14.0;15.0;12.0;22.0;10.0;1.0;2.0;
2017-04-01;198;-0.016717171717171703;-17.02020202020202;2017-04-01;Hombres;212.0;0.0;12.0;24.0;25.0;36.0;18.0;12.0;12.0;7.0;16.0;17.0;20.0;10.0;3.0;0.0;
2017-05-01;242;-0.007644628099173557;-3.9214876033057853;2017-05-01;Hombres;235.0;1.0;15.0;31.0;16.0;33.0;36.0;18.0;15.0;14.0;11.0;14.0;16.0;9.0;4.0;2.0;
2017-06-01;147;-0.013945578231292522;-14.312925170068027;2017-06-01;Hombres;249.0;0.0;16.0;30.0;25.0;29.0;35.0;14.0;14.0;14.0;14.0;11.0;25.0;11.0;10.0;1.0;
2017-07-01;237;-0.015232067510548527;-14.320675105485233;2017-07-01;Hombres;265.0;0.0;22.0;38.0;28.0;23.0;25.0;22.0;18.0;15.0;14.0;14.0;18.0;19.0;8.0;1.0;
2017-08-01;143;-0.009300699300699303;-10.811188811188812;2017-08-01;Hombres;268.0;1.0;19.0;31.0;29.0;22.0;24.0;32.0;16.0;14.0;17.0;21.0;17.0;17.0;7.0;1.0;
2017-09-01;171;-0.01649122807017543;-18.619883040935672;2017-09-01;Hombres;217.0;0.0;18.0;26.0;18.0;21.0;32.0;27.0;12.0;12.0;9.0;10.0;16.0;11.0;5.0;0.0;
2017-10-01;189;-0.013703703703703699;-17.21693121693122;2017-10-01;Hombres;259.0;1.0;20.0;39.0;21.0;26.0;18.0;28.0;15.0;18.0;19.0;14.0;19.0;16.0;4.0;1.0;
2017-11-01;186;-0.02198924731182793;-30.381720430107528;2017-11-01;Hombres;196.0;0.0;11.0;36.0;14.0;24.0;16.0;20.0;12.0;12.0;18.0;6.0;13.0;11.0;2.0;1.0;
2017-12-01;151;-0.013046357615894047;-16.94701986754967;2017-12-01;Hombres;176.0;1.0;22.0;27.0;13.0;15.0;21.0;19.0;9.0;14.0;9.0;9.0;6.0;8.0;3.0;0.0;
