month;noticias_suicidio;media_sentimiento_noticias;sentiment_analysis_score;mes;descrip;suicidios;Menores_de_15_anos;De_15_a_29_anos;De_30_a_39_anos;De_40_a_44_anos;De_45_a_49_anos;De_50_a_54_anos;De_55_a_59_anos;De_60_a_64_anos;De_65_a_69_anos;De_70_a_74_anos;De_75_a_79_anos;De_80_a_84_anos;De_85_a_89_anos;De_90_a_94_anos;De_95_anos_y_mns;Unnamed:_18
2014-10-01;164;-0.010487804878048786;-14.25;2014-10-01;Ambos sexos;332.0;1.0;18.0;37.0;37.0;46.0;33.0;24.0;28.0;23.0;26.0;21.0;14.0;13.0;9.0;2.0;
2014-11-01;178;-0.014213483146067405;-19.146067415730336;2014-11-01;Ambos sexos;283.0;0.0;23.0;37.0;37.0;32.0;25.0;24.0;24.0;15.0;13.0;16.0;18.0;17.0;2.0;0.0;
2014-12-01;168;-0.016785714285714275;-24.613095238095237;2014-12-01;Ambos sexos;275.0;0.0;23.0;45.0;28.0;30.0;31.0;26.0;16.0;13.0;12.0;19.0;15.0;12.0;5.0;0.0;
2015-01-01;192;-0.008437500000000006;-11.625;2015-01-01;Ambos sexos;276.0;2.0;16.0;29.0;26.0;26.0;28.0;32.0;16.0;18.0;21.0;16.0;29.0;8.0;7.0;2.0;
2015-02-01;150;-0.00866666666666667;-14.846666666666666;2015-02-01;Ambos sexos;270.0;0.0;28.0;26.0;19.0;30.0;24.0;28.0;14.0;17.0;15.0;25.0;18.0;16.0;7.0;3.0;
2015-03-01;219;-0.011917808219178082;-16.49771689497717;2015-03-01;Ambos sexos;367.0;0.0;30.0;57.0;34.0;38.0;30.0;45.0;19.0;24.0;22.0;15.0;31.0;16.0;6.0;0.0;
2015-04-01;209;-0.012153110047846895;-14.511961722488039;2015-04-01;Ambos sexos;287.0;1.0;23.0;30.0;30.0;37.0;29.0;25.0;18.0;19.0;20.0;24.0;17.0;11.0;2.0;1.0;
2015-05-01;215;-0.01186046511627907;-13.651162790697674;2015-05-01;Ambos sexos;331.0;2.0;27.0;37.0;29.0;33.0;34.0;35.0;25.0;29.0;18.0;18.0;13.0;21.0;9.0;1.0;
2015-06-01;172;-0.007441860465116282;-5.755813953488372;2015-06-01;Ambos sexos;308.0;0.0;21.0;49.0;32.0;37.0;27.0;23.0;16.0;20.0;18.0;22.0;25.0;9.0;9.0;0.0;
2015-07-01;219;-0.012785388127853878;-11.036529680365296;2015-07-01;Ambos sexos;359.0;0.0;31.0;31.0;39.0;40.0;32.0;31.0;25.0;25.0;15.0;30.0;28.0;20.0;11.0;1.0;
2015-08-01;293;-0.023139931740614336;-34.1160409556314;2015-08-01;Ambos sexos;312.0;1.0;16.0;46.0;29.0;29.0;40.0;20.0;28.0;17.0;22.0;19.0;24.0;15.0;4.0;2.0;
2015-09-01;150;-0.00786666666666667;-13.113333333333333;2015-09-01;Ambos sexos;295.0;0.0;35.0;36.0;28.0;38.0;30.0;27.0;25.0;9.0;8.0;23.0;21.0;14.0;1.0;0.0;
2015-10-01;217;-0.011198156682027647;-16.179723502304146;2015-10-01;Ambos sexos;274.0;1.0;29.0;27.0;39.0;23.0;35.0;19.0;22.0;13.0;13.0;19.0;19.0;8.0;4.0;3.0;
2015-11-01;160;-0.013937500000000002;-19.78125;2015-11-01;Ambos sexos;235.0;0.0;23.0;27.0;19.0;25.0;27.0;18.0;15.0;18.0;14.0;19.0;16.0;12.0;2.0;0.0;
2015-12-01;163;-0.007300613496932516;-9.036809815950921;2015-12-01;Ambos sexos;288.0;1.0;17.0;32.0;31.0;31.0;36.0;29.0;28.0;19.0;20.0;17.0;14.0;11.0;2.0;0.0;
2016-01-01;212;-0.014811320754716976;-15.915094339622641;2016-01-01;Ambos sexos;301.0;1.0;25.0;41.0;33.0;28.0;29.0;28.0;20.0;24.0;13.0;19.0;19.0;14.0;6.0;1.0;
2016-02-01;171;-0.01426900584795321;-15.210526315789474;2016-02-01;Ambos sexos;283.0;1.0;16.0;30.0;28.0;32.0;30.0;28.0;24.0;21.0;19.0;24.0;13.0;10.0;6.0;1.0;
2016-03-01;240;-0.004916666666666669;2.9458333333333333;2016-03-01;Ambos sexos;289.0;2.0;24.0;34.0;27.0;37.0;32.0;22.0;23.0;25.0;18.0;18.0;16.0;5.0;5.0;1.0;
2016-04-01;191;-0.011832460732984294;-6.534031413612565;2016-04-01;Ambos sexos;292.0;0.0;13.0;48.0;36.0;24.0;36.0;15.0;29.0;21.0;12.0;19.0;22.0;10.0;7.0;0.0;
2016-05-01;194;-0.006082474226804127;-4.695876288659794;2016-05-01;Ambos sexos;320.0;1.0;20.0;36.0;35.0;25.0;41.0;25.0;25.0;29.0;18.0;22.0;22.0;12.0;6.0;3.0;
2016-06-01;167;-0.010658682634730545;-10.580838323353293;2016-06-01;Ambos sexos;328.0;1.0;23.0;42.0;38.0;29.0;36.0;33.0;22.0;23.0;24.0;23.0;17.0;13.0;4.0;0.0;
2016-07-01;208;-0.007980769230769234;-12.149038461538462;2016-07-01;Ambos sexos;311.0;3.0;23.0;36.0;25.0;35.0;23.0;31.0;22.0;23.0;14.0;31.0;27.0;8.0;7.0;3.0;
2016-08-01;234;-0.010299145299145294;-13.025641025641026;2016-08-01;Ambos sexos;321.0;0.0;20.0;41.0;28.0;22.0;38.0;30.0;26.0;21.0;26.0;19.0;27.0;15.0;6.0;2.0;
2016-09-01;235;-0.011021276595744665;-19.693617021276594;2016-09-01;Ambos sexos;311.0;0.0;22.0;47.0;21.0;25.0;28.0;37.0;28.0;24.0;14.0;23.0;17.0;12.0;11.0;2.0;
2016-10-01;234;-0.010512820512820516;-15.239316239316238;2016-10-01;Ambos sexos;269.0;1.0;22.0;26.0;30.0;24.0;36.0;28.0;14.0;16.0;21.0;16.0;16.0;11.0;7.0;1.0;
2016-11-01;151;-0.015033112582781463;-17.973509933774835;2016-11-01;Ambos sexos;251.0;1.0;17.0;36.0;28.0;31.0;24.0;23.0;18.0;14.0;10.0;6.0;20.0;17.0;6.0;0.0;
2016-12-01;168;-0.01577380952380952;-12.148809523809524;2016-12-01;Ambos sexos;293.0;1.0;22.0;39.0;26.0;37.0;24.0;23.0;19.0;22.0;23.0;16.0;15.0;16.0;8.0;2.0;
2017-01-01;205;-0.013268292682926825;-17.87317073170732;2017-01-01;Ambos sexos;279.0;1.0;24.0;34.0;22.0;22.0;33.0;32.0;22.0;18.0;19.0;12.0;17.0;12.0;10.0;1.0;
2017-02-01;178;-0.012977528089887646;-22.0561797752809;2017-02-01;Ambos sexos;297.0;2.0;26.0;24.0;37.0;27.0;28.0;38.0;18.0;20.0;16.0;16.0;25.0;18.0;0.0;2.0;
2017-03-01;190;-0.014315789473684205;-16.878947368421052;2017-03-01;Ambos sexos;310.0;3.0;18.0;41.0;26.0;30.0;45.0;24.0;25.0;21.0;17.0;18.0;25.0;12.0;3.0;2.0;
2017-04-01;198;-0.016717171717171703;-17.02020202020202;2017-04-01;Ambos sexos;300.0;1.0;17.0;34.0;38.0;39.0;27.0;20.0;20.0;13.0;24.0;23.0;26.0;15.0;3.0;0.0;
2017-05-01;242;-0.007644628099173557;-3.9214876033057853;2017-05-01;Ambos sexos;319.0;1.0;20.0;39.0;24.0;40.0;44.0;31.0;25.0;19.0;17.0;18.0;24.0;11.0;4.0;2.0;
2017-06-01;147;-0.013945578231292522;-14.312925170068027;2017-06-01;Ambos sexos;328.0;1.0;23.0;39.0;29.0;35.0;40.0;23.0;23.0;21.0;21.0;16.0;32.0;14.0;10.0;1.0;
2017-07-01;237;-0.015232067510548527;-14.320675105485233;2017-07-01;Ambos sexos;348.0;0.0;29.0;44.0;33.0;30.0;31.0;32.0;29.0;19.0;27.0;20.0;23.0;21.0;9.0;1.0;
2017-08-01;143;-0.009300699300699303;-10.811188811188812;2017-08-01;Ambos sexos;337.0;1.0;24.0;40.0;32.0;29.0;36.0;35.0;24.0;18.0;23.0;23.0;20.0;24.0;7.0;1.0;
2017-09-01;171;-0.01649122807017543;-18.619883040935672;2017-09-01;Ambos sexos;307.0;1.0;26.0;37.0;27.0;31.0;46.0;35.0;15.0;18.0;16.0;13.0;21.0;14.0;6.0;1.0;
2017-10-01;189;-0.013703703703703699;-17.21693121693122;2017-10-01;Ambos sexos;346.0;1.0;27.0;45.0;29.0;34.0;33.0;39.0;17.0;28.0;29.0;19.0;21.0;19.0;4.0;1.0;
2017-11-01;186;-0.02198924731182793;-30.381720430107528;2017-11-01;Ambos sexos;267.0;0.0;15.0;44.0;26.0;29.0;26.0;26.0;18.0;19.0;21.0;11.0;17.0;11.0;3.0;1.0;
2017-12-01;151;-0.013046357615894047;-16.94701986754967;2017-12-01;Ambos sexos;241.0;1.0;24.0;31.0;21.0;21.0;32.0;27.0;15.0;16.0;15.0;15.0;8.0;9.0;5.0;1.0;
